name	lambda_nm	value
cie-x	728.000000000000	0.00166011000000000
cie-x	729.000000000000	0.00154645900000000
cie-x	730.000000000000	0.00143997100000000
cie-x	731.000000000000	0.00134004200000000
cie-x	732.000000000000	0.00124627500000000
cie-x	733.000000000000	0.00115847100000000
cie-x	734.000000000000	0.00107643000000000
cie-x	735.000000000000	0.000999949300000000
cie-x	736.000000000000	0.000928735800000000
cie-x	737.000000000000	0.000862433200000000
cie-x	738.000000000000	0.000800750300000000
cie-x	739.000000000000	0.000743396000000000
cie-x	740.000000000000	0.000690078600000000
cie-x	741.000000000000	0.000640515600000000
cie-x	742.000000000000	0.000594502100000000
cie-x	743.000000000000	0.000551864600000000
cie-x	744.000000000000	0.000512429000000000
cie-x	745.000000000000	0.000476021300000000
cie-x	746.000000000000	0.000442453600000000
cie-x	747.000000000000	0.000411511700000000
cie-x	748.000000000000	0.000382981400000000
cie-x	749.000000000000	0.000356649100000000
cie-x	750.000000000000	0.000332301100000000
cie-x	751.000000000000	0.000309758600000000
cie-x	752.000000000000	0.000288887100000000
cie-x	753.000000000000	0.000269539400000000
cie-x	754.000000000000	0.000251568200000000
cie-x	755.000000000000	0.000234826100000000
cie-x	756.000000000000	0.000219171000000000
cie-x	757.000000000000	0.000204525800000000
cie-x	758.000000000000	0.000190840500000000
cie-x	759.000000000000	0.000178065400000000
cie-x	760.000000000000	0.000166150500000000
cie-x	761.000000000000	0.000155023600000000
cie-x	762.000000000000	0.000144621900000000
cie-x	763.000000000000	0.000134909800000000
cie-x	764.000000000000	0.000125852000000000
cie-x	765.000000000000	0.000117413000000000
cie-x	766.000000000000	0.000109551500000000
cie-x	767.000000000000	0.000102224500000000
cie-x	768.000000000000	0.0000953944500000000
cie-x	769.000000000000	0.0000890239000000000
cie-x	770.000000000000	0.0000830752700000000
cie-x	771.000000000000	0.0000775126900000000
cie-x	772.000000000000	0.0000723130400000000
cie-x	773.000000000000	0.0000674577800000000
cie-x	774.000000000000	0.0000629284400000000
cie-x	775.000000000000	0.0000587065200000000
cie-x	776.000000000000	0.0000547702800000000
cie-x	777.000000000000	0.0000510991800000000
cie-x	778.000000000000	0.0000476765400000000
cie-x	779.000000000000	0.0000444856700000000
cie-x	780.000000000000	0.0000415099400000000
cie-x	781.000000000000	0.0000387332400000000
cie-x	782.000000000000	0.0000361420300000000
cie-x	783.000000000000	0.0000337235200000000
cie-x	784.000000000000	0.0000314648700000000
cie-x	785.000000000000	0.0000293532600000000
cie-x	786.000000000000	0.0000273757300000000
cie-x	787.000000000000	0.0000255243300000000
cie-x	788.000000000000	0.0000237937600000000
cie-x	789.000000000000	0.0000221787000000000
cie-x	790.000000000000	0.0000206738300000000
cie-x	791.000000000000	0.0000192722600000000
cie-x	792.000000000000	0.0000179664000000000
cie-x	793.000000000000	0.0000167499100000000
cie-x	794.000000000000	0.0000156164800000000
cie-x	795.000000000000	0.0000145597700000000
cie-x	796.000000000000	0.0000135738700000000
cie-x	797.000000000000	0.0000126543600000000
cie-x	798.000000000000	0.0000117972300000000
cie-x	799.000000000000	0.0000109984400000000
cie-x	800.000000000000	0.0000102539800000000
cie-x	801.000000000000	0.00000955964600000000
cie-x	802.000000000000	0.00000891204400000000
cie-x	803.000000000000	0.00000830835800000000
cie-x	804.000000000000	0.00000774576900000000
cie-x	805.000000000000	0.00000722145600000000
cie-x	806.000000000000	0.00000673247500000000
cie-x	807.000000000000	0.00000627642300000000
cie-x	808.000000000000	0.00000585130400000000
cie-x	809.000000000000	0.00000545511800000000
cie-x	810.000000000000	0.00000508586800000000
cie-x	811.000000000000	0.00000474146600000000
cie-x	812.000000000000	0.00000442023600000000
cie-x	813.000000000000	0.00000412078300000000
cie-x	814.000000000000	0.00000384171600000000
cie-x	815.000000000000	0.00000358165200000000
cie-x	816.000000000000	0.00000333912700000000
cie-x	817.000000000000	0.00000311294900000000
cie-x	818.000000000000	0.00000290212100000000
cie-x	819.000000000000	0.00000270564500000000
cie-x	820.000000000000	0.00000252252500000000
cie-x	821.000000000000	0.00000235172600000000
cie-x	822.000000000000	0.00000219241500000000
cie-x	823.000000000000	0.00000204390200000000
cie-x	824.000000000000	0.00000190549700000000
cie-x	825.000000000000	0.00000177650900000000
cie-x	826.000000000000	0.00000165621500000000
cie-x	827.000000000000	0.00000154402200000000
cie-x	828.000000000000	0.00000143944000000000
cie-x	829.000000000000	0.00000134197700000000
cie-x	830.000000000000	0.00000125114100000000
cie-y	360.000000000000	0.00000391700000000000
cie-y	361.000000000000	0.00000439358100000000
cie-y	362.000000000000	0.00000492960400000000
cie-y	363.000000000000	0.00000553213600000000
cie-y	364.000000000000	0.00000620824500000000
cie-y	365.000000000000	0.00000696500000000000
cie-y	366.000000000000	0.00000781321900000000
cie-y	367.000000000000	0.00000876733600000000
cie-y	368.000000000000	0.00000983984400000000
cie-y	369.000000000000	0.0000110432300000000
cie-y	370.000000000000	0.0000123900000000000
cie-y	371.000000000000	0.0000138864100000000
cie-y	372.000000000000	0.0000155572800000000
cie-y	373.000000000000	0.0000174429600000000
cie-y	374.000000000000	0.0000195837500000000
cie-y	375.000000000000	0.0000220200000000000
cie-y	376.000000000000	0.0000248396500000000
cie-y	377.000000000000	0.0000280412600000000
cie-y	378.000000000000	0.0000315310400000000
cie-y	379.000000000000	0.0000352152100000000
cie-y	380.000000000000	0.0000390000000000000
cie-y	381.000000000000	0.0000428264000000000
cie-y	382.000000000000	0.0000469146000000000
cie-y	383.000000000000	0.0000515896000000000
cie-y	384.000000000000	0.0000571764000000000
cie-y	385.000000000000	0.0000640000000000000
cie-y	386.000000000000	0.0000723442100000000
cie-y	387.000000000000	0.0000822122400000000
cie-y	388.000000000000	0.0000935081600000000
cie-y	389.000000000000	0.000106136100000000
cie-y	390.000000000000	0.000120000000000000
cie-y	391.000000000000	0.000134984000000000
cie-y	392.000000000000	0.000151492000000000
cie-y	393.000000000000	0.000170208000000000
cie-y	394.000000000000	0.000191816000000000
cie-y	395.000000000000	0.000217000000000000
cie-y	396.000000000000	0.000246906700000000
cie-y	397.000000000000	0.000281240000000000
cie-y	398.000000000000	0.000318520000000000
cie-y	399.000000000000	0.000357266700000000
cie-y	400.000000000000	0.000396000000000000
cie-y	401.000000000000	0.000433714700000000
cie-y	402.000000000000	0.000473024000000000
cie-y	403.000000000000	0.000517876000000000
cie-y	404.000000000000	0.000572218700000000
cie-y	405.000000000000	0.000640000000000000
cie-y	406.000000000000	0.000724560000000000
cie-y	407.000000000000	0.000825500000000000
cie-y	408.000000000000	0.000941160000000000
cie-y	409.000000000000	0.00106988000000000
cie-y	410.000000000000	0.00121000000000000
cie-y	411.000000000000	0.00136209100000000
cie-y	412.000000000000	0.00153075200000000
cie-y	413.000000000000	0.00172036800000000
cie-y	414.000000000000	0.00193532300000000
cie-y	415.000000000000	0.00218000000000000
cie-y	416.000000000000	0.00245480000000000
cie-y	417.000000000000	0.00276400000000000
cie-y	418.000000000000	0.00311780000000000
cie-y	419.000000000000	0.00352640000000000
cie-y	420.000000000000	0.00400000000000000
cie-y	421.000000000000	0.00454624000000000
cie-y	422.000000000000	0.00515932000000000
cie-y	423.000000000000	0.00582928000000000
cie-y	424.000000000000	0.00654616000000000
cie-y	425.000000000000	0.00730000000000000
cie-y	426.000000000000	0.00808650700000000
cie-y	427.000000000000	0.00890872000000000
cie-y	428.000000000000	0.00976768000000000
cie-y	429.000000000000	0.0106644300000000
cie-y	430.000000000000	0.0116000000000000
cie-y	431.000000000000	0.0125731700000000
cie-y	432.000000000000	0.0135827200000000
cie-y	433.000000000000	0.0146296800000000
cie-y	434.000000000000	0.0157150900000000
cie-y	435.000000000000	0.0168400000000000
cie-y	436.000000000000	0.0180073600000000
cie-y	437.000000000000	0.0192144800000000
cie-y	438.000000000000	0.0204539200000000
cie-y	439.000000000000	0.0217182400000000
cie-y	440.000000000000	0.0230000000000000
cie-y	441.000000000000	0.0242946100000000
cie-y	442.000000000000	0.0256102400000000
cie-y	443.000000000000	0.0269585700000000
cie-y	444.000000000000	0.0283512500000000
cie-y	445.000000000000	0.0298000000000000
cie-y	446.000000000000	0.0313108300000000
cie-y	447.000000000000	0.0328836800000000
cie-y	448.000000000000	0.0345211200000000
cie-y	449.000000000000	0.0362257100000000
cie-y	450.000000000000	0.0380000000000000
cie-y	451.000000000000	0.0398466700000000
cie-y	452.000000000000	0.0417680000000000
cie-y	453.000000000000	0.0437660000000000
cie-y	454.000000000000	0.0458426700000000
cie-y	455.000000000000	0.0480000000000000
cie-y	456.000000000000	0.0502436800000000
cie-y	457.000000000000	0.0525730400000000
cie-y	458.000000000000	0.0549805600000000
cie-y	459.000000000000	0.0574587200000000
cie-y	460.000000000000	0.0600000000000000
cie-y	461.000000000000	0.0626019700000000
cie-y	462.000000000000	0.0652775200000000
cie-y	463.000000000000	0.0680420800000000
cie-y	464.000000000000	0.0709110900000000
cie-y	465.000000000000	0.0739000000000000
cie-y	466.000000000000	0.0770160000000000
cie-y	467.000000000000	0.0802664000000000
cie-y	468.000000000000	0.0836668000000000
cie-y	469.000000000000	0.0872328000000000
cie-y	470.000000000000	0.0909800000000000
cie-y	471.000000000000	0.0949175500000000
cie-y	472.000000000000	0.0990458400000000
cie-y	473.000000000000	0.103367400000000
cie-y	474.000000000000	0.107884600000000
cie-y	475.000000000000	0.112600000000000
cie-y	476.000000000000	0.117532000000000
cie-y	477.000000000000	0.122674400000000
cie-y	478.000000000000	0.127992800000000
cie-y	479.000000000000	0.133452800000000
cie-y	480.000000000000	0.139020000000000
cie-y	481.000000000000	0.144676400000000
cie-y	482.000000000000	0.150469300000000
cie-y	483.000000000000	0.156461900000000
cie-y	484.000000000000	0.162717700000000
cie-y	485.000000000000	0.169300000000000
cie-y	486.000000000000	0.176243100000000
cie-y	487.000000000000	0.183558100000000
cie-y	488.000000000000	0.191273500000000
cie-y	489.000000000000	0.199418000000000
cie-y	490.000000000000	0.208020000000000
cie-y	491.000000000000	0.217119900000000
cie-y	492.000000000000	0.226734500000000
cie-y	493.000000000000	0.236857100000000
cie-y	494.000000000000	0.247481200000000
cie-y	495.000000000000	0.258600000000000
cie-y	496.000000000000	0.270184900000000
cie-y	497.000000000000	0.282293900000000
cie-y	498.000000000000	0.295050500000000
cie-y	499.000000000000	0.308578000000000
cie-y	500.000000000000	0.323000000000000
cie-y	501.000000000000	0.338402100000000
cie-y	502.000000000000	0.354685800000000
cie-y	503.000000000000	0.371698600000000
cie-y	504.000000000000	0.389287500000000
cie-y	505.000000000000	0.407300000000000
cie-y	506.000000000000	0.425629900000000
cie-y	507.000000000000	0.444309600000000
cie-y	508.000000000000	0.463394400000000
cie-y	509.000000000000	0.482939500000000
cie-y	510.000000000000	0.503000000000000
cie-y	511.000000000000	0.523569300000000
cie-y	512.000000000000	0.544512000000000
cie-y	513.000000000000	0.565690000000000
cie-y	514.000000000000	0.586965300000000
cie-y	515.000000000000	0.608200000000000
cie-y	516.000000000000	0.629345600000000
cie-y	517.000000000000	0.650306800000000
cie-y	518.000000000000	0.670875200000000
cie-y	519.000000000000	0.690842400000000
cie-y	520.000000000000	0.710000000000000
cie-y	521.000000000000	0.728185200000000
cie-y	522.000000000000	0.745463600000000
cie-y	523.000000000000	0.761969400000000
cie-y	524.000000000000	0.777836800000000
cie-y	525.000000000000	0.793200000000000
cie-y	526.000000000000	0.808110400000000
cie-y	527.000000000000	0.822496200000000
cie-y	528.000000000000	0.836306800000000
cie-y	529.000000000000	0.849491600000000
cie-y	530.000000000000	0.862000000000000
cie-y	531.000000000000	0.873810800000000
cie-y	532.000000000000	0.884962400000000
cie-y	533.000000000000	0.895493600000000
cie-y	534.000000000000	0.905443200000000
cie-y	535.000000000000	0.914850100000000
cie-y	536.000000000000	0.923734800000000
cie-y	537.000000000000	0.932092400000000
cie-y	538.000000000000	0.939922600000000
cie-y	539.000000000000	0.947225200000000
cie-y	540.000000000000	0.954000000000000
cie-y	541.000000000000	0.960256100000000
cie-y	542.000000000000	0.966007400000000
cie-y	543.000000000000	0.971260600000000
cie-y	544.000000000000	0.976022500000000
cie-y	545.000000000000	0.980300000000000
cie-y	546.000000000000	0.984092400000000
cie-y	547.000000000000	0.987481200000000
cie-y	548.000000000000	0.990312800000000
cie-y	549.000000000000	0.992811600000000
cie-y	550.000000000000	0.994950100000000
cie-y	551.000000000000	0.996710800000000
cie-y	552.000000000000	0.998098300000000
cie-y	553.000000000000	0.999112000000000
cie-y	554.000000000000	0.999748200000000
cie-y	555.000000000000	1.00000000000000
cie-y	556.000000000000	0.999856700000000
cie-y	557.000000000000	0.999304600000000
cie-y	558.000000000000	0.998325500000000
cie-y	559.000000000000	0.996898700000000
cie-y	560.000000000000	0.995000000000000
cie-y	561.000000000000	0.992600500000000
cie-y	562.000000000000	0.989742600000000
cie-y	563.000000000000	0.986444400000000
